BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY
,House for sale,1880000,3,5.0,1920.0,"Flushing, NY 11355","143-40 Poplar AveFlushing, NY 11355",United States,New York,Queens County
Brokered by COMPASS,Co-op for sale,375000,3,1.0,2184.207862,"Manhattan, NY 10036","517 W 48th St Apt 2RWManhattan, NY 10036",,New York County,New York
,Co-op for sale,269000,1,1.0,625.0,"Brooklyn, NY 11209","130 Bay Ridge Pkwy Apt 4HBrooklyn, NY 11209",New York,Kings County,Brooklyn
,House for sale,925000,3,2.0,2184.207862,"Woodside, NY 11377","50-02 60th StWoodside, NY 11377",,New York,Queens County
Brokered by Keystone Realty USA Corp,House for sale,799000,5,3.0,2184.207862,"Queens Village, NY 11429","112-20 210th StQueens Village, NY 11429",United States,New York,Queens County
,House for sale,4500000,6,4.0,2184.207862,"Whitestone, NY 11357","147-21 14th AveWhitestone, NY 11357",,New York,Queens County
Brokered by Fave Realty Inc,House for sale,589000,3,2.0,1120.0,"Brooklyn, NY 11208","1316 Dumont AveBrooklyn, NY 11208",,New York,Kings County
,Co-op for sale,239000,1,1.0,700.0,"Brooklyn, NY 11229","1720 E 13th St Apt 1CBrooklyn, NY 11229",,Kings County,Brooklyn
Brokered by Century Homes Realty Group LLC,Co-op for sale,385000,1,1.0,2184.207862,"Jackson Heights, NY 11372","35-40 82nd St Unit 2AJackson Heights, NY 11372",,Queens County,Queens
,Condo for sale,1000000,1,1.0,773.0,"New York, NY 10036","18 W 48th St Apt 9CNew York, NY 10036",New York,New York County,New York
Brokered by COMPASS,Pending,2800000,5,4.0,3400.0,"Brooklyn, NY 11218","232 Argyle RdBrooklyn, NY 11218",,New York,Kings County
,Co-op for sale,130000,3,1.0,2184.207862,"Jamaica, NY 11432","87-15 165th St Unit 4BJamaica, NY 11432",New York,Queens County,Queens
Brokered by DiTommaso Real Estate,Contingent,789888,4,2.0,1865.0,"Staten Island, NY 10312","600 Annadale RdStaten Island, NY 10312",,New York,Richmond County
,House for sale,798000,3,2.0,760.0,"Corona, NY 11368","58-13 Waldron StCorona, NY 11368",United States,New York,Queens County
,Co-op for sale,495000,1,1.0,2184.207862,"New York, NY 10003","54 E 1st St Apt 2CNew York, NY 10003",New York,New York County,New York
,Condo for sale,555000,1,1.0,649.0,"Fresh Meadows, NY 11366","158-15 Union Tpke Unit 411NFresh Meadows, NY 11366",New York,Queens County,Queens
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,1274000,3,2.0,2184.207862,"New York, NY 10016","111 E 36th St # 5ABNew York, NY 10016",,New York County,New York
,Co-op for sale,349000,2,1.0,2184.207862,"Kew Gardens, NY 11415","83-75 118 St Unit 2IKew Gardens, NY 11415",,Queens County,Queens
,House for sale,2500000,3,2.3738608579684373,2184.207862,"Brooklyn, NY 11215","1203 8th AveBrooklyn, NY 11215",United States,New York,Kings County
Brokered by Brown Harris Stevens - 129 Montague Street,Pending,1250000,1,1.0,2184.207862,"Manhattan, NY 10011","17 W 10th St Apt 3NManhattan, NY 10011",,New York County,New York
,Townhouse for sale,2495000,8,8.0,5374.0,"Bronx, NY 10471","211 W 252nd St Unit TownhouseBronx, NY 10471",United States,New York,Bronx County
Brokered by Exp Realty,Co-op for sale,749900,3,1.0,830.0,"New York, NY 10025","51 W 106th St Apt 3DNew York, NY 10025",New York,New York County,New York
,House for sale,1399900,4,4.0,3149.0,"Staten Island, NY 10305","292 Raritan AveStaten Island, NY 10305",,New York,Richmond County
,Condo for sale,948888,2,2.0,950.0,"Brooklyn, NY 11209","115 96th St Apt 6ABrooklyn, NY 11209",,Kings County,Brooklyn
,Pending,775000,4,2.0,1230.0,"Bellerose, NY 11426","92-19 241st StBellerose, NY 11426",,New York,Queens County
,House for sale,475000,3,2.0,1280.0,"Bronx, NY 10466","912 Cranford AveBronx, NY 10466",,New York,Bronx County
,Condo for sale,2595000,3,3.0,1449.0,"Manhattan, NY 10128","200 E 94th St Apt 2610Manhattan, NY 10128",,New York County,New York
"Brokered by Robert Defalco Realty, Inc.",Multi-family home for sale,1199000,3,1.0,2726.0,"Staten Island, NY 10305","354 Buel AveStaten Island, NY 10305",,New York,Richmond County
,Condo for sale,750000,1,1.0,654.0,"Brooklyn, NY 11206","129 Meserole St Apt 3BBrooklyn, NY 11206",New York,Kings County,Brooklyn
,Condo for sale,713000,2,2.0,1040.0,"Brooklyn, NY 11214","217 Bay 49th St Unit 3ABrooklyn, NY 11214",United States,New York,Kings County
Brokered by Charles Rutenberg Realty Inc,Co-op for sale,300000,1,1.0,2184.207862,"Woodside, NY 11377","64-09 39 Ave Unit 1Woodside, NY 11377",,Queens County,Queens
,Co-op for sale,2695000,3,3.0,2184.207862,"Manhattan, NY 10024","316 W 79th St Apt 7WManhattan, NY 10024",,New York County,New York
Brokered by Keller Williams Realty Liberty,Co-op for sale,450000,2,2.0,2184.207862,"Glen Oaks, NY 11004","254-15 74 Ave Unit 1STGlen Oaks, NY 11004",,Queens County,Queens
Brokered by Corcoran West Side Gallery,Co-op for sale,699000,1,1.0,2184.207862,"New York, NY 10025","760 W End Ave Apt 6CNew York, NY 10025",New York,New York County,New York
"Brokered by Garfield, Leslie J. & Co., Inc.",Townhouse for sale,10950000,8,8.0,9555.0,"New York, NY 10024","350 W End AveNew York, NY 10024",,New York,New York County
,Co-op for sale,225000,1,1.0,2184.207862,"Floral Park, NY 11005","269-10 Grand Central Pkwy Unit 9PFloral Park, NY 11005",United States,New York,Queens County
,Condo for sale,5925000,3,4.0,2539.0,"Brooklyn, NY 11201","30 Front St Unit 15ABrooklyn, NY 11201",,Kings County,Brooklyn
Brokered by Daniel Gale Sotheby's International Realty,Co-op for sale,0,1,1.0,2184.207862,"Floral Park, NY 11005","269-10 Grand Central Pkwy Unit 9PFloral Park, NY 11005",,New York,Queens County
,Condo for sale,5925000,3,4.0,2539.0,"Brooklyn, NY 11201","30 Front St Unit 15ABrooklyn, NY 11201",New York,Kings County,Brooklyn
,Co-op for sale,255000,1,1.0,2184.207862,"Little Neck, NY 11362","245-18 62nd Ave Unit UpperLittle Neck, NY 11362",,New York,Queens County
Brokered by Toscana Property LLC,Multi-family home for sale,2500000,12,2.3738608579684373,4140.0,"Brooklyn, NY 11204","1694 64th StBrooklyn, NY 11204",United States,New York,Kings County
Brokered by EXIT REALTY FIRST CHOICE,House for sale,2095000,4,4.0,3223.0,"Jamaica, NY 11432","166-21 Goethals AveJamaica, NY 11432",United States,New York,Queens County
,House for sale,10250000,7,6.0,5200.0,"New York, NY 10128","1211 Park AveNew York, NY 10128",,New York,New York County
,Co-op for sale,750000,1,1.0,2184.207862,"Brooklyn, NY 11201","200 Congress St Apt 5DBrooklyn, NY 11201",,Kings County,Brooklyn
,Townhouse for sale,2999000,9,8.0,5560.0,"Manhattan, NY 10035","1937 Madison Ave Unit TownhouseManhattan, NY 10035",United States,New York,New York County
,Co-op for sale,199000,3,1.0,650.0,"Brooklyn, NY 11218","207 Ocean Pkwy Ste 1HBrooklyn, NY 11218",New York,Kings County,Brooklyn
Brokered by E Realty International Corp,Multi-family home for sale,1250000,7,3.0,1800.0,"Brooklyn, NY 11223","2528 West StBrooklyn, NY 11223",,New York,Kings County
,Co-op for sale,2425000,2,2.0,1300.0,"Manhattan, NY 10003","50 E 10th St Apt 6BManhattan, NY 10003",New York,New York County,New York
,Pending,205000,1,1.0,660.0,"Corona, NY 11368","5921 Calloway St Apt 2UCorona, NY 11368",,Queens County,Queens
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,2500000,5,6.0,3860.0,"Manhattan, NY 10017","870 United Nations Plaza Plz Units 37 & 38CManhattan, NY 10017",United States,New York,New York County
Brokered by COMPASS,Co-op for sale,3499000,6,8.0,6000.0,"Manhattan, NY 10021","190 E 72nd St Units 23C & 24ABCManhattan, NY 10021",United States,New York,New York County
Brokered by Brown Harris Stevens,Co-op for sale,649000,1,2.0,1000.0,"Manhattan, NY 10022","45 Sutton Pl S Apt 14GManhattan, NY 10022",,New York,New York County
,Pending,729000,2,1.0,2184.207862,"New York, NY 10012","193 Bleecker St Apt 12BNew York, NY 10012",New York,New York County,New York
,Multi-family home for sale,998500,3,2.0,2184.207862,"Brooklyn, NY 11226","929 Rogers AveBrooklyn, NY 11226",United States,New York,Kings County
,Multi-family home for sale,765000,4,2.0,1152.0,"Bronx, NY 10466","858 E 223rd StBronx, NY 10466",,New York,Bronx County
,Condo for sale,599000,2,2.0,705.0,"Jackson Heights, NY 11372","37-32 89th St Unit 1BJackson Heights, NY 11372",,Queens County,Queens
,Condo for sale,11500000,5,5.0,5276.0,"Manhattan, NY 10013","39 Lispenard St Unit 3RDFLOORManhattan, NY 10013",,New York,New York County
,Co-op for sale,595000,1,2.0,2184.207862,"New York, NY 10022","465 Park Ave Unit 9ENew York, NY 10022",New York,New York County,New York
Brokered by Brown Harris Stevens - 1926 Broadway,Co-op for sale,675000,1,1.0,2184.207862,"Manhattan, NY 10029","1270 Fifth Ave Unit 12JManhattan, NY 10029",New York,New York County,New York
,Multi-family home for sale,949000,8,3.0,3500.0,"Staten Island, NY 10301","90 Fillmore StStaten Island, NY 10301",,New York,Richmond County
Brokered by New Group Realty Inc,Condo for sale,729000,2,2.0,950.0,"Flushing, NY 11354","149-06 Northern Blvd Unit 303Flushing, NY 11354",,Queens County,Queens
,Contingent,895000,2,1.0,520.0,"New York, NY 10024","321 W 82nd St Apt 8New York, NY 10024",New York,New York County,New York
,Multi-family home for sale,2449000,3,2.3738608579684373,3000.0,"Bedford Stuyvesant, NY 11206","46 Pulaski StBedford Stuyvesant, NY 11206",United States,New York,Kings County
Brokered by Moorstone Real Estate,Co-op for sale,399999,2,1.0,2184.207862,"Kew Gardens, NY 11415","83-80 118th St Unit 5EKew Gardens, NY 11415",New York,Queens County,Queens
Brokered by Winzone Realty Inc,Co-op for sale,397000,2,1.0,1000.0,"Elmhurst, NY 11373","84-20 51 Ave Unit 2BElmhurst, NY 11373",New York,Queens County,Queens
"Brokered by Homes R Us Realty of NY, Inc.",Townhouse for sale,950000,2,1.0,1800.0,"Brooklyn, NY 11232","219 26th StBrooklyn, NY 11232",United States,New York,Kings County
,Condo for sale,3995000,4,3.0,2578.0,"New York, NY 10019","171 W 57th St Apt 8CNew York, NY 10019",,New York County,New York
"Brokered by BEN BAY REALTY CO OF BAY RIDGE, LLC",Co-op for sale,599000,1,1.0,780.0,"Brooklyn, NY 11209","8901 Shore Rd Apt 7EBrooklyn, NY 11209",,Brooklyn,Fort Hamilton
,Condo for sale,1999999,4,3.0,2729.0,"New York, NY 10005","50 Pine St Apt 2New York, NY 10005",New York,New York County,New York
,Co-op for sale,3370000,2,2.0,2184.207862,"New York, NY 10003","20 E 9th St # 14JNew York, NY 10003",,New York County,New York
,Townhouse for sale,6995000,4,5.0,4187.0,"Brooklyn, NY 11201","92 Amity StBrooklyn, NY 11201",United States,New York,Kings County
,House for sale,1598000,4,4.0,2184.207862,"Flushing, NY 11367","63-31 136 StFlushing, NY 11367",United States,New York,Queens County
,Condo for sale,699000,2,2.0,1030.0,"Flushing, NY 11354","147-48 Roosevelt Ave Unit 2CFlushing, NY 11354",,Queens County,Queens
Brokered by eXp Realty BKNY,Co-op for sale,265000,3,1.0,650.0,"Brooklyn, NY 11235","3101 Ocean Pkwy Apt 6TBrooklyn, NY 11235",,Kings County,Brooklyn
Brokered by Bright Horizons Realty Inc,House for sale,1699000,5,3.0,2488.0,"Brooklyn, NY 11235","134 Beaumont StBrooklyn, NY 11235",United States,-,Kings County
,Pending,1098000,4,4.0,2184.207862,"Bayside, NY 11360","213-07 28th AveBayside, NY 11360",United States,New York,Queens County
,Contingent,960000,1,1.0,834.0,"Brooklyn, NY 11201","133 Water St Apt 12DBrooklyn, NY 11201",New York,Kings County,Brooklyn
Brokered by REALHome Services & Solutions,Condo for sale,1086300,2,1.0,780.0,"New York, NY 10024","203 W 81st St Apt 4ENew York, NY 10024",,New York County,New York
Brokered by Lakeshore Realty International,Multi-family home for sale,859000,6,4.0,2820.0,"Bronx, NY 10457","729 E 182nd StBronx, NY 10457",United States,New York,Bronx County
Brokered by KELLER WILLIAMS REALTY LANDMARK II,House for sale,945000,2,2.0,2184.207862,"Middle Village, NY 11379","69-05 65th DrMiddle Village, NY 11379",,New York,Queens County
Brokered by Corcoran Chelsea/Flatiron,Condo for sale,549000,2,2.0,2184.207862,"Bronx, NY 10457","247 MT Hope Pl Apt 1Bronx, NY 10457",New York,Bronx County,The Bronx
,Multi-family home for sale,969999,6,4.0,2184.207862,"Bronx, NY 10466","3710 Secor AveBronx, NY 10466",,New York,Bronx County
Brokered by Excell Choice Realty,House for sale,1649000,8,3.0,2184.207862,"Brooklyn, NY 11225","119 Fenimore StBrooklyn, NY 11225",United States,New York,Kings County
Brokered by Corcoran Chelsea/Flatiron,Condo for sale,2800000,2,2.0,1412.0,"New York, NY 10019","230 W 56th St Apt 62BNew York, NY 10019",,New York,Manhattan
,Co-op for sale,449000,2,1.0,2184.207862,"New York, NY 10128","123 E 88th St Apt 1ANew York, NY 10128",New York,New York County,New York
,Co-op for sale,294500,1,1.0,2184.207862,"Jackson Heights, NY 11372","35-45 81 St Unit C1Jackson Heights, NY 11372",,Queens County,Queens
,Multi-family home for sale,990000,8,4.0,3120.0,"Bronx, NY 10474","842 Bryant AveBronx, NY 10474",,New York,Bronx County
Brokered by Top Choice Realty LLC,House for sale,314000,2,1.0,847.0,"Staten Island, NY 10303","18 Richmond CtStaten Island, NY 10303",,New York,Richmond County
Brokered by Homedax Real Estate Llc,Co-op for sale,449000,2,1.0,2184.207862,"New York, NY 10128","123 E 88th St Apt 1ANew York, NY 10128",New York,New York County,New York
,Multi-family home for sale,1598000,7,2.3738608579684373,2184.207862,"Fresh Meadows, NY 11365","61-17 170th StFresh Meadows, NY 11365",,New York,Queens County
,Co-op for sale,208000,3,1.0,2184.207862,"Forest Hills, NY 11375","76-36 113th St Unit 3FForest Hills, NY 11375",,Queens County,Queens
,Co-op for sale,169900,2,1.0,900.0,"Bronx, NY 10460","1430 Thieriot Ave Apt 5KBronx, NY 10460",,Bronx County,The Bronx
Brokered by RE/MAX City Square,Co-op for sale,235000,1,1.0,2184.207862,"Rego Park, NY 11374","65-38 Booth St Unit 6HRego Park, NY 11374",New York,Queens County,Queens
NoBroker,Co-op for sale,278000,1,1.0,2184.207862,"Kew Gardens, NY 11415","125-10 Queens Blvd Unit 2302Kew Gardens, NY 11415",,Queens County,The Bronx
,Townhouse for sale,998000,6,2.3738608579684373,2236.0,"Brooklyn, NY 11207","690 Vermont StBrooklyn, NY 11207",,New York,Kings County
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,6400000,3,4.0,2184.207862,"New York, NY 10021","14 E 75th St # 4ANew York, NY 10021",New York,New York County,New York
,Co-op for sale,385000,2,1.0,920.0,"Rego Park, NY 11374","97-40 62nd Dr Unit 3HRego Park, NY 11374",New York,Queens County,Queens
,Co-op for sale,250000,1,1.0,750.0,"Brooklyn, NY 11229","2241 Plumb 1st St Apt 1NBrooklyn, NY 11229",New York,Kings County,Brooklyn
,Multi-family home for sale,1849000,6,3.0,2184.207862,"Bayside, NY 11361","212-15 35th AveBayside, NY 11361",,New York,Queens County
,House for sale,449500,3,2.0,2184.207862,"Bronx, NY 10473","266 Soundview AveBronx, NY 10473",,New York,Bronx County
,Multi-family home for sale,1250000,5,2.0,2184.207862,"Elmhurst, NY 11373","86-08 57th AveElmhurst, NY 11373",,New York,Queens County
,House for sale,1099000,7,3.0,2322.0,"Brooklyn, NY 11236","188 Conklin AveBrooklyn, NY 11236",United States,New York,Kings County
,House for sale,1900000,4,2.0,1400.0,"Flushing, NY 11367","13739 75th RdFlushing, NY 11367",,New York,Queens County
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,2500000,2,2.0,1250.0,"New York, NY 10036","350 W 42nd St Ph DNew York, NY 10036",,New York,New York County
,House for sale,1288000,3,3.0,1696.0,"College Point, NY 11356","9-22 119th StCollege Point, NY 11356",United States,New York,Queens County
Brokered by Corcoran East Side,Co-op for sale,1150000,1,1.0,2184.207862,"New York, NY 10023","50 Central Park W Apt 10DNew York, NY 10023",,New York County,New York
Brokered by Charles Rutenberg Realty Inc,Condo for sale,825000,3,2.0,2184.207862,"Woodside, NY 11377","63-14 Queens Blvd Unit 3LWoodside, NY 11377",New York,Queens County,Queens
,Townhouse for sale,4195000,5,4.0,2184.207862,"Brooklyn, NY 11238","445 Waverly AveBrooklyn, NY 11238",United States,New York,Kings County
,Pending,675000,3,2.0,1444.0,"Staten Island, NY 10306","46 Coddington AveStaten Island, NY 10306",,New York,Richmond County
,Condo for sale,875000,2,1.0,922.0,"Brooklyn, NY 11237","1437 Hancock St # BBrooklyn, NY 11237",,New York,Kings County
,Co-op for sale,297000,1,1.0,2184.207862,"Brooklyn, NY 11214","261 Bay 19th St Unit BBrooklyn, NY 11214",United States,New York,Kings County
,Condo for sale,485000,1,1.0,575.0,"Rego Park, NY 11374","62-96 Woodhaven Blvd Unit 5RRego Park, NY 11374",,Queens County,Queens
Brokered by Re/Max In The City,Co-op for sale,230000,2,1.0,800.0,"Bronx, NY 10471","6200 Riverdale Ave Apt 4HBronx, NY 10471",New York,Bronx County,The Bronx
Brokered by Budget Real Estate Nyc Inc,House for sale,629000,4,2.0,2184.207862,"Bronx, NY 10466","1281 E 223rd StBronx, NY 10466",,New York,Bronx County
,Pending,625000,3,2.0,1040.0,"Staten Island, NY 10308","108 Howton AveStaten Island, NY 10308",United States,New York,Richmond County
Brokered by Charles Rutenberg Realty Inc,Multi-family home for sale,1200000,5,2.0,2184.207862,"Staten Island, NY 10312","591 Huguenot AveStaten Island, NY 10312",United States,New York,Richmond County
,Townhouse for sale,7550000,5,5.0,2184.207862,"New York, NY 10014","48 Charles StNew York, NY 10014",,New York,New York County
,Pending,499000,2,2.0,1358.0,"Brooklyn, NY 11234","7272 Royce Pl Unit G1-9Brooklyn, NY 11234",New York,Kings County,Brooklyn
,Pending,485000,3,2.0,1200.0,"Brooklyn, NY 11214","2652 Cropsey Ave Apt 14HBrooklyn, NY 11214",,New York,Kings County
,Condo for sale,399000,3,2.3738608579684373,2184.207862,"Queens, NY 11102","30-38 29th StQueens, NY 11102",United States,New York,Queens County
Brokered by COMPASS,House for sale,14000000,3,2.3738608579684373,23027.0,"Manhattan, NY 10002","39 Eldridge StManhattan, NY 10002",,New York,New York County
,Co-op for sale,299000,1,1.0,2184.207862,"Flushing, NY 11355","144-44 41st Ave Unit 6AFlushing, NY 11355",New York,Queens County,Queens
Brokered by Donna Demkowicz R E Corp,Multi-family home for sale,2200000,6,6.0,2184.207862,"Ridgewood, NY 11385","6402 Fresh Pond RdRidgewood, NY 11385",,New York,Queens County
Brokered by Century Homes Realty Group LLC,Condo for sale,465000,2,2.0,708.0,"Corona, NY 11368","104-21 39th Ave Unit 212DCorona, NY 11368",,Queens County,Queens
,Co-op for sale,278000,1,1.0,750.0,"Flushing, NY 11367","138-28 68th Dr Unit 1AFlushing, NY 11367",New York,Queens County,Queens
,Pending,709000,3,3.0,2184.207862,"Brooklyn, NY 11236","1249 E 87th StBrooklyn, NY 11236",,New York,Kings County
,Condo for sale,685000,2,2.0,2184.207862,"Forest Hills, NY 11375","64-34 Grand Central Pkwy Unit 1BForest Hills, NY 11375",,Queens County,Queens
Brokered by Corcoran West Side,Co-op for sale,4500000,2,2.0,1800.0,"New York, NY 10023","65 Central Park W Apt 12BNew York, NY 10023",New York,New York County,New York
